timestamp,Capture Time Gap,In Throughput,Out Throughput,CBIQ,deepcci,in_seq_num,out_seq_num
0.238,1114.0,24.224,12.112,0,2.0,0.0,2100350901.0
0.239,-1.0,0.0,12.112,0,0.0,0.0,2100469637.0
0.24,1583.0,24.224,12.112,0,2.0,0.0,2100598509.0
0.241,-1.0,0.0,12.112,0,0.0,0.0,2100721589.0
0.242,1988.0,12.112,12.112,0,1.0,0.0,2100815709.0
0.243,1213.0,12.112,12.112,0,1.0,0.0,2100946029.0
0.244,750.0,12.112,12.112,0,1.0,0.0,2101057525.0
0.245,1237.0,12.112,12.112,94120,1.0,2101271829.0,2101177709.0
0.246,710.0,12.112,12.112,94120,1.0,2101402149.0,2101308029.0
0.247,-1.0,0.0,12.112,0,0.0,0.0,2101438349.0
0.248,1759.0,174.816,12.112,4344,2.0,2101532469.0,2101528125.0
0.249,1054.0,12.112,12.112,66608,1.0,2101727949.0,2101661341.0
0.25,1477.0,12.112,12.112,94120,1.0,2101858269.0,2101764149.0
0.251,-1.0,0.0,12.112,0,0.0,0.0,2101894469.0
0.252,1300.0,24.224,12.112,0,2.0,2101923429.0,2101958181.0
0.253,1163.0,12.112,12.112,0,1.0,2102053749.0,2102053749.0
0.254,787.0,12.112,12.112,0,1.0,2102117461.0,2102117461.0
0.255,1218.0,12.112,12.112,0,1.0,2102118909.0,2102118909.0
0.256,648.0,12.112,12.112,30408,1.0,2102249229.0,2102218821.0
0.257,1053.0,12.112,12.112,0,1.0,2102314389.0,2102314389.0
0.258,-1.0,0.0,12.112,0,0.0,0.0,2102440365.0
0.259,1473.0,12.112,0.0,0,1.0,2102444709.0,0.0
0.26,1289.0,325.408,24.224,0,2.0,2102509869.0,2102509869.0
0.261,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.262,1771.0,12.112,24.224,0,1.0,2102640189.0,2102640189.0
0.263,1133.0,522.336,12.112,0,2.0,2102770509.0,2102771957.0
